_id,columnName,oldValue,newValue,oid,dimensionName,datasetName
ObjectId(5dd32191760b2a21b4c49693),INSTRUMENT,AreaRae,,5645,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c49694),INSTRUMENT,AreaRae,,1523,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c49695),INSTRUMENT,MultiRae,,7422,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c49696),INSTRUMENT,MultiRae,,1361,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c49697),INSTRUMENT,AreaRae,,6093,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c49698),INSTRUMENT,EBAM,,5963,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c49699),INSTRUMENT,AreaRae,,8203,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c4969a),INSTRUMENT,EBAM,,4993,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c4969b),INSTRUMENT,EBAM,,668,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c4969c),INSTRUMENT,EBAM,,10232,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c4969d),INSTRUMENT,DataRam 4,,12845,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c4969e),INSTRUMENT,AreaRae,,19917,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c4969f),INSTRUMENT,EBAM,,12054,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a0),INSTRUMENT,EBAM,,18445,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a1),INSTRUMENT,MultiRae,,10714,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a2),INSTRUMENT,DataRam,,4279,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a3),INSTRUMENT,MultiRae,,17911,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a4),INSTRUMENT,AreaRae,,15936,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a5),INSTRUMENT,MultiRae,,12279,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a6),INSTRUMENT,MultiRae,,3198,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a7),INSTRUMENT,EBAM,,13154,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a8),INSTRUMENT,AreaRae,,5458,Completeness,oil_0
ObjectId(5dd32191760b2a21b4c496a9),INSTRUMENT,MultiRae,,5994,Completeness,oil_0
ObjectId(5dd321f8760b2a06b8db6787),INSTRUMENT,EBAM,,8816,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6788),INSTRUMENT,EBAM,,739,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6789),INSTRUMENT,EBAM,,13775,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db678a),INSTRUMENT,EBAM,,16547,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db678b),INSTRUMENT,EBAM,,2179,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db678c),INSTRUMENT,DataRam,,3929,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db678d),INSTRUMENT,AreaRae,,13475,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db678e),INSTRUMENT,EBAM,,16282,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db678f),INSTRUMENT,EBAM,,6618,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6790),INSTRUMENT,AreaRae,,4762,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6791),INSTRUMENT,MultiRae,,4429,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6792),INSTRUMENT,EBAM,,14310,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6793),INSTRUMENT,MultiRae,,11230,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6794),INSTRUMENT,EBAM,,5905,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6795),INSTRUMENT,MultiRae,,10370,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6796),INSTRUMENT,AreaRae,,12311,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6797),INSTRUMENT,AreaRae,,10578,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6798),INSTRUMENT,EBAM,,6913,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db6799),INSTRUMENT,MultiRae,,19212,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db679a),INSTRUMENT,DataRam 4,,16880,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db679b),INSTRUMENT,AreaRae,,14353,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db679c),INSTRUMENT,AreaRae,,14177,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db679d),INSTRUMENT,EBAM,,3775,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db679e),INSTRUMENT,EBAM,,17364,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db679f),INSTRUMENT,MultiRae,,14384,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a0),INSTRUMENT,AreaRae,,9473,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a1),INSTRUMENT,AreaRae,,19037,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a2),INSTRUMENT,DataRam 4,,19550,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a3),INSTRUMENT,MultiRae,,19011,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a4),INSTRUMENT,EBAM,,18548,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a5),INSTRUMENT,MultiRae,,7856,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a6),INSTRUMENT,MultiRae,,14827,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a7),INSTRUMENT,MiniRAE,,734,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a8),INSTRUMENT,AreaRae,,19549,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67a9),INSTRUMENT,EBAM,,11556,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67aa),INSTRUMENT,AreaRae,,3378,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67ab),INSTRUMENT,AreaRae,,9359,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67ac),INSTRUMENT,AreaRae,,15945,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67ad),INSTRUMENT,AreaRae,,10463,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67ae),INSTRUMENT,AreaRae,,12324,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67af),INSTRUMENT,AreaRae,,19841,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67b0),INSTRUMENT,AreaRae,,383,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67b1),INSTRUMENT,EBAM,,144,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67b2),INSTRUMENT,MultiRae,,18140,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67b3),INSTRUMENT,MultiRae,,17287,Consistency,oil_0
ObjectId(5dd321f8760b2a06b8db67b4),INSTRUMENT,DataRam 4,,14708,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67b5),INSTRUMENT,AreaRae,,9207,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67b6),INSTRUMENT,AreaRae,,11250,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67b7),INSTRUMENT,EBAM,,8980,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67b8),INSTRUMENT,AreaRae,,11310,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67b9),INSTRUMENT,AreaRae,,4887,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67ba),INSTRUMENT,EBAM,,15983,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67bb),INSTRUMENT,EBAM,,11246,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67bc),INSTRUMENT,EBAM,,11839,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67bd),INSTRUMENT,EBAM,,12412,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67be),INSTRUMENT,AreaRae,,4328,Consistency,oil_0
ObjectId(5dd321f9760b2a06b8db67bf),INSTRUMENT,AreaRae,,1574,Consistency,oil_0
ObjectId(5dd3224d760b2a2b14b1f043),INSTRUMENT,EBAM,AMAE,3245,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f044),INSTRUMENT,AreaRae,eerAaRa,7939,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f045),INSTRUMENT,MultiRae,aaiMatau,6344,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f046),INSTRUMENT,AreaRae,aeARrea,14215,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f047),INSTRUMENT,MultiRae,RlMuitae,9480,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f048),INSTRUMENT,EBAM,BMEB,2315,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f049),INSTRUMENT,EBAM,BMAE,16747,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f04a),INSTRUMENT,AreaRae,eerarAe,5394,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f04b),INSTRUMENT,DataRam 4,Rat a4Dam,15684,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f04c),INSTRUMENT,AreaRae,arAeRea,8136,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f04d),INSTRUMENT,MiniRAE,AiMEnMA,781,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f04e),INSTRUMENT,EBAM,EMAB,3261,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f04f),INSTRUMENT,DataRam 4,aD aa4mtR,8815,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f050),INSTRUMENT,AreaRae,raaeRAe,7694,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f051),INSTRUMENT,MultiRae,lMRtaiue,3802,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f052),INSTRUMENT,AreaRae,AaRaAeA,19385,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f053),INSTRUMENT,EBAM,BMAE,13615,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f054),INSTRUMENT,EBAM,MEAB,16200,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f055),INSTRUMENT,EBAM,MEBA,19972,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f056),INSTRUMENT,DataRam 4,4a4DatRaa,19543,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f057),INSTRUMENT,AreaRae,Aaeeere,12426,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f058),INSTRUMENT,MultiRae,taluaait,17275,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f059),INSTRUMENT,MultiRae,eRaeelMM,3497,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f05a),INSTRUMENT,EBAM,BMAB,9548,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f05b),INSTRUMENT,MultiRae,liRRlleu,12606,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f05c),INSTRUMENT,AreaRae,aeReeeA,17284,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f05d),INSTRUMENT,AreaRae,ARareea,17157,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f05e),INSTRUMENT,DataRam 4,Da aRt4ma,15514,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f05f),INSTRUMENT,AreaRae,AeaaeeA,9911,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f060),INSTRUMENT,EBAM,EMBA,13594,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f061),INSTRUMENT,EBAM,BAMA,18151,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f062),INSTRUMENT,EBAM,MEBE,15210,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f063),INSTRUMENT,AreaRae,aereeAa,13331,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f064),INSTRUMENT,MultiRae,iMatlueR,9156,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f065),INSTRUMENT,MultiRae,aatuelMR,17220,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f066),INSTRUMENT,EBAM,BAEE,18667,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f067),INSTRUMENT,EBAM,AEMB,11078,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f068),INSTRUMENT,MultiRae,ulielMRi,4498,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f069),INSTRUMENT,EBAM,MBAE,7470,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f06a),INSTRUMENT,AreaRae,aeaarAR,5728,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f06b),INSTRUMENT,AreaRae,aAaaarA,10029,Validity,oil_0
ObjectId(5dd3224d760b2a2b14b1f06c),INSTRUMENT,AreaRae,rAeRraa,17673,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f06d),INSTRUMENT,MultiRae,RuuRittt,5360,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f06e),INSTRUMENT,MultiRae,ReutatRl,15078,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f06f),INSTRUMENT,EBAM,MEAM,3326,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f070),INSTRUMENT,MultiRae,eialMuRt,7195,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f071),INSTRUMENT,DataRam 4,Da4tama R,19696,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f072),INSTRUMENT,MultiRae,ttiuaull,2083,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f073),INSTRUMENT,MultiRae,uRllleta,14394,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f074),INSTRUMENT,AreaRae,eaAearR,18011,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f075),INSTRUMENT,EBAM,AEBM,19383,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f076),INSTRUMENT,EBAM,BABM,14431,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f077),INSTRUMENT,EBAM,EMMM,15256,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f078),INSTRUMENT,MultiRae,laaiRMMt,2134,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f079),INSTRUMENT,EBAM,MBAE,18202,Validity,oil_0
ObjectId(5dd3224e760b2a2b14b1f07a),INSTRUMENT,EBAM,MEAA,14481,Validity,oil_0
ObjectId(5dd32252760b2a2b14b1f07b),INSTRUMENT,,,12916,Validity,oil_0
ObjectId(5dd32252760b2a2b14b1f07c),INSTRUMENT,MultiRae,eielaeut,9816,Validity,oil_0
ObjectId(5dd32252760b2a2b14b1f07d),INSTRUMENT,,,17093,Validity,oil_0
ObjectId(5dd32252760b2a2b14b1f07e),INSTRUMENT,EBAM,ABBM,947,Validity,oil_0
ObjectId(5dd3229f760b2a21b4c496ac),RESULTS,0,,848,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496ad),RESULTS,,,10955,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496ae),RESULTS,,,6059,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496af),RESULTS,1.2,,3339,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b0),RESULTS,,,13650,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b1),RESULTS,1.2,,3306,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b2),RESULTS,32.3,,2587,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b3),RESULTS,,,17045,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b4),RESULTS,,,11892,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b5),RESULTS,1,,8244,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b6),RESULTS,22.8,,11400,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b7),RESULTS,,,2439,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b8),RESULTS,,,5790,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496b9),RESULTS,,,1669,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496ba),RESULTS,38.3,,15253,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496bb),RESULTS,,,7289,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496bc),RESULTS,11.6,,11812,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496bd),RESULTS,1.5,,15003,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496be),RESULTS,,,5592,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496bf),RESULTS,28.6,,8710,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496c0),RESULTS,,,10347,Completeness,oil_0
ObjectId(5dd3229f760b2a21b4c496c1),RESULTS,,,9372,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496c2),RESULTS,,,17959,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496c3),RESULTS,0.7,,4063,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496c4),RESULTS,20.5,,18133,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496c5),RESULTS,0.2,,13970,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496c6),RESULTS,,,300,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496c7),RESULTS,,,19285,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496c8),RESULTS,33,,4755,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496c9),RESULTS,20.6,,19141,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496ca),RESULTS,66.2,,19642,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496cb),RESULTS,,,7761,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496cc),RESULTS,,,5548,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496cd),RESULTS,15.9,,4869,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496ce),RESULTS,7.1,,14470,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496cf),RESULTS,,,7952,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d0),RESULTS,,,15745,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d1),RESULTS,,,17479,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d2),RESULTS,0.2,,670,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d3),RESULTS,,,18073,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d4),RESULTS,,,3654,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d5),RESULTS,,,9113,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d6),RESULTS,,,2513,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d7),RESULTS,0.1,,16877,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d8),RESULTS,,,8774,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496d9),RESULTS,23,,11739,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496da),RESULTS,,,6035,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496db),RESULTS,51.8,,1925,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496dc),RESULTS,,,5974,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496dd),RESULTS,,,13272,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496de),RESULTS,,,999,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496df),RESULTS,18.7,,11683,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496e0),RESULTS,7.5,,12032,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496e1),RESULTS,0.1,,426,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496e2),RESULTS,2.8,,19310,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496e3),RESULTS,,,11900,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496e4),RESULTS,,,9303,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496e5),RESULTS,,,9184,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496e6),RESULTS,,,1256,Completeness,oil_0
ObjectId(5dd322a0760b2a21b4c496e7),RESULTS,,,13381,Completeness,oil_0
ObjectId(5dd322b1760b2a06b8db67c2),RESULTS,1.6,,14435,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67c3),RESULTS,42.4,,5419,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67c4),RESULTS,101.8,,15665,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67c5),RESULTS,14.7,,12700,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67c6),RESULTS,42.6,,3482,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67c7),RESULTS,52.3,,3661,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67c8),RESULTS,0.2,,4707,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67c9),RESULTS,10.9,,17636,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67ca),RESULTS,0.7,,4090,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67cb),RESULTS,32.1,,2650,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67cc),RESULTS,7.9,,14127,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67cd),RESULTS,32.9,,1216,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67ce),RESULTS,13.2,,18979,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67cf),RESULTS,50,,2537,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d0),RESULTS,17.6,,8155,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d1),RESULTS,87.5,,15511,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d2),RESULTS,16.8,,1476,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d3),RESULTS,14.4,,5446,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d4),RESULTS,14,,10807,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d5),RESULTS,23.3,,3218,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d6),RESULTS,0.1,,17355,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d7),RESULTS,52.2,,15868,Consistency,oil_0
ObjectId(5dd322b1760b2a06b8db67d8),RESULTS,0.3,,1675,Consistency,oil_0
ObjectId(5dd322cb760b2a2b14b1f081),RESULTS,,,10386,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f082),RESULTS,1.5,.15,3479,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f083),RESULTS,18.1,.181,6687,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f084),RESULTS,5.8,.55,13435,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f085),RESULTS,,,17631,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f086),RESULTS,,,9063,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f087),RESULTS,2.5,555,1778,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f088),RESULTS,9.6,69.,15095,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f089),RESULTS,38.8,8388,145,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f08a),RESULTS,23.6,.226,8355,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f08b),RESULTS,,,6602,Validity,oil_0
ObjectId(5dd322cb760b2a2b14b1f08c),RESULTS,88.9,8.89,641,Validity,oil_0
